cavity_frequency_GHz,kappa_kHz,g_MHz,anharmonicity_MHz,res_type,qubit_frequency_GHz
6.920734896896145,163.433944837535,102.19926994459972,-194.26403073930067,"quarter",4.621651307671222
6.468747291501403,127.17554343521749,67.94706033609594,-288.0564182287747,"quarter",5.51426188889122
6.9652970551744995,35.66624465794003,73.16276829805271,-235.34692136653842,"quarter",5.0396440327797976
5.806680939937274,153.07440157973,90.69893535287324,-160.93351403161665,"quarter",4.241134087736324
5.88943923388279,97.82350420477,84.70219676438194,-219.0688566879674,"quarter",4.879756149472431
5.762118781658918,211.778480040625,69.2413724269554,-280.30483537915495,"quarter",5.448083761840355
