,_res_length,_coupling_length,_cross_length,_claw_length,Lj,ground_spacing
0,3638.606335810913,236.0,206.71754469966393,157.8498362880952,9.999943819504589,5.0
1,4017.824879476568,228.0,150.96739150039542,130.85031921709782,10.000181064840437,10.0
2,3865.435029901892,100.0,180.77715436789475,150.5089596490115,9.99999437651597,4.1
3,4316.948196359966,345.0,253.1351130662862,214.76632353065253,10.000505362799267,10.0
4,4633.147408271749,225.0,192.4405996370323,162.80348286850833,10.000225011506842,10.0
5,4612.342880907342,357.0,149.66599508689825,119.44853553270441,10.000245908681455,5.0
