method,support_size,metric,estimate,ci_low,ci_high,target_domain,n_trials
source_all_cached_descriptors_ebra,16,macro_relative_frobenius,0.26259678033835165,0.21501409933627066,0.3216108331563657,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,16,physical_valid_rate,1.0,1.0,1.0,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,16,paired_gain_vs_target_control,-0.0014272132483475364,-0.03130820572167749,0.02907020035051216,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,32,macro_component_log_mae,0.2591081134711182,0.19818599815363236,0.3490374844914696,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,32,macro_relative_frobenius,0.20727643092483175,0.1564581014556133,0.2666925416174552,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,32,physical_valid_rate,1.0,1.0,1.0,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,32,paired_gain_vs_target_control,0.03063117362513144,-0.005769816063894644,0.062479449453856584,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,64,macro_component_log_mae,0.23429909838166857,0.15989167539956378,0.3550962440302424,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,64,macro_relative_frobenius,0.19247069763839816,0.12348173210354434,0.2828844199115428,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,64,physical_valid_rate,1.0,1.0,1.0,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,64,paired_gain_vs_target_control,0.044964508681201554,-0.011300420215786741,0.09414010025991805,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,128,macro_component_log_mae,0.19993545323861422,0.1371121402332805,0.30045826637089007,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,128,macro_relative_frobenius,0.15386748463789432,0.0962882762636915,0.23976117503862043,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,128,physical_valid_rate,1.0,1.0,1.0,macro across held-out finger-count domains,100
source_all_cached_descriptors_ebra,128,paired_gain_vs_target_control,0.0752373150117716,0.02854777275139646,0.11814165117448873,macro across held-out finger-count domains,100
source_control_ebra,0,macro_component_log_mae,0.5187297608668194,0.4717505365130299,0.5820821128237456,macro across held-out finger-count domains,100
source_control_ebra,0,macro_relative_frobenius,0.37835749231238036,0.35782035292713404,0.39919397480447316,macro across held-out finger-count domains,100
source_control_ebra,0,physical_valid_rate,1.0,1.0,1.0,macro across held-out finger-count domains,100
source_control_ebra,0,paired_gain_vs_shuffled_source,0.43834043642733445,0.2337912236780253,0.6384753034654362,macro across held-out finger-count domains,100
source_control_ebra,1,macro_component_log_mae,0.6222093905640625,0.5440782325269982,0.70301171658566,macro across held-out finger-count domains,100
source_control_ebra,1,macro_relative_frobenius,0.9175602784669443,0.70665277653037,1.2000636094481605,macro across held-out finger-count domains,100
