method,curve,x,y,support_size
target_v0_gaussian64_scratch (K=16),risk_coverage,0.3750559284116331,0.3998089536740594,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.4167785234899329,0.3915151796691472,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.45838926174496647,0.3842499140811504,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.5001118568232662,0.37779305738929025,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.5417225950782998,0.3722325544552326,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.5833333333333334,0.3670855176357343,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.6250559284116332,0.3625202034246934,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.6666666666666666,0.3586235129199691,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.7083892617449664,0.35571701917424603,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.75,0.3527690977423657,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.7917225950782998,0.3502716698534301,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.8333333333333334,0.34895645583657203,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.8750559284116332,0.34706867616973813,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.9166666666666666,0.34568133199946977,16
target_v0_gaussian64_scratch (K=16),risk_coverage,0.9583892617449664,0.3463268982742916,16
target_v0_gaussian64_scratch (K=16),risk_coverage,1.0,0.3503980683684804,16
v0_gaussian64_ebra (K=16),calibration,0.5,0.8941198105375429,16
v0_gaussian64_ebra (K=16),calibration,0.8,0.9807822972302178,16
v0_gaussian64_ebra (K=16),calibration,0.9,0.9870745825864091,16
v0_gaussian64_ebra (K=16),calibration,0.95,0.9917921146953406,16
v0_gaussian64_ebra (K=16),risk_coverage,0.00011185682326621924,0.246679237080817,16
v0_gaussian64_ebra (K=16),risk_coverage,0.04172259507829978,0.29217351403577924,16
v0_gaussian64_ebra (K=16),risk_coverage,0.08344519015659956,0.2908696120704145,16
v0_gaussian64_ebra (K=16),risk_coverage,0.1250559284116331,0.2914757274178412,16
v0_gaussian64_ebra (K=16),risk_coverage,0.16677852348993288,0.29931427332332994,16
v0_gaussian64_ebra (K=16),risk_coverage,0.20838926174496644,0.3027950692209188,16
v0_gaussian64_ebra (K=16),risk_coverage,0.2501118568232662,0.3054686598041479,16
v0_gaussian64_ebra (K=16),risk_coverage,0.2917225950782998,0.3086710373503502,16
v0_gaussian64_ebra (K=16),risk_coverage,0.33344519015659957,0.30915273239008423,16
v0_gaussian64_ebra (K=16),risk_coverage,0.3750559284116331,0.31202392843197846,16
v0_gaussian64_ebra (K=16),risk_coverage,0.4167785234899329,0.3134112776177565,16
v0_gaussian64_ebra (K=16),risk_coverage,0.45838926174496647,0.3162350169876525,16
v0_gaussian64_ebra (K=16),risk_coverage,0.5001118568232662,0.32130171722865397,16
v0_gaussian64_ebra (K=16),risk_coverage,0.5417225950782998,0.32513986108162496,16
v0_gaussian64_ebra (K=16),risk_coverage,0.5833333333333334,0.329685631716822,16
v0_gaussian64_ebra (K=16),risk_coverage,0.6250559284116332,0.3335384453705393,16
v0_gaussian64_ebra (K=16),risk_coverage,0.6666666666666666,0.3369016414055291,16
v0_gaussian64_ebra (K=16),risk_coverage,0.7083892617449664,0.3400876266185316,16
v0_gaussian64_ebra (K=16),risk_coverage,0.75,0.34341304740793327,16
v0_gaussian64_ebra (K=16),risk_coverage,0.7917225950782998,0.34749556655328906,16
v0_gaussian64_ebra (K=16),risk_coverage,0.8333333333333334,0.3520565574051685,16
v0_gaussian64_ebra (K=16),risk_coverage,0.8750559284116332,0.3584499492246108,16
v0_gaussian64_ebra (K=16),risk_coverage,0.9166666666666666,0.3686009355104955,16
v0_gaussian64_ebra (K=16),risk_coverage,0.9583892617449664,0.38574253539558606,16
v0_gaussian64_ebra (K=16),risk_coverage,1.0,0.40512054479292936,16
